"","station_nm","agency_cd","site_no","dec_lat_va","dec_lon_va","hucCd","OrganizationIdentifier","OrganizationFormalName","MonitoringLocationIdentifier","MonitoringLocationName","MonitoringLocationTypeName","MonitoringLocationDescriptionText","HUCEightDigitCode","DrainageAreaMeasure.MeasureValue","DrainageAreaMeasure.MeasureUnitCode","ContributingDrainageAreaMeasure.MeasureValue","ContributingDrainageAreaMeasure.MeasureUnitCode","LatitudeMeasure","LongitudeMeasure","SourceMapScaleNumeric","HorizontalAccuracyMeasure.MeasureValue","HorizontalAccuracyMeasure.MeasureUnitCode","HorizontalCollectionMethodName","HorizontalCoordinateReferenceSystemDatumName","VerticalMeasure.MeasureValue","VerticalMeasure.MeasureUnitCode","VerticalAccuracyMeasure.MeasureValue","VerticalAccuracyMeasure.MeasureUnitCode","VerticalCollectionMethodName","VerticalCoordinateReferenceSystemDatumName","CountryCode","StateCode","CountyCode","AquiferName","FormationTypeText","AquiferTypeName","ConstructionDateText","WellDepthMeasure.MeasureValue","WellDepthMeasure.MeasureUnitCode","WellHoleDepthMeasure.MeasureValue","WellHoleDepthMeasure.MeasureUnitCode","ProviderName"
"43","GLFS-25","21AWIC","21AWIC-1040",33.918,-86.25233,"03150106","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-1040","GLFS-25","River/Stream","Gulf Cr at Steele CR 295","03150106",NA,NA,NA,NA,33.918,-86.25233,NA,NA,NA,"Interpolation-Digital Map Source (Tiger)","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","115",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"44","GNNM-1","21AWIC","21AWIC-1041",30.89785,-88.04787,"03160204","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-1041","GNNM-1","River/Stream","Gunnison Cr at Radcliff Rd","03160204",NA,NA,NA,NA,30.89785,-88.04787,NA,NA,NA,"Unknown","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","097",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"45","HARC-1","21AWIC","21AWIC-1044",31.77915,-87.98528,"03160203","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-1044","HARC-1","River/Stream","Harris Cr at Norris Rd","03160203",NA,NA,NA,NA,31.77915,-87.98528,NA,NA,NA,"Unknown","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","025",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"46","HERM-1","21AWIC","21AWIC-1047",34.378,-87.022,"06030002","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-1047","HERM-1","River/Stream","Herrin Creek at New Cut Road","06030002",NA,NA,NA,NA,34.378,-87.022,NA,NA,NA,"GPS-Unspecified","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","103",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"47","HERM-2","21AWIC","21AWIC-1048",34.348,-87.011,"06030002","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-1048","HERM-2","River/Stream","Herrin Creek at West Lacon Road","06030002",NA,NA,NA,NA,34.348,-87.011,NA,NA,NA,"GPS-Unspecified","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","103",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"48","GAIG-6","21AWIC","21AWIC-105",33.008583,-88.171589,"03160107","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-105","GAIG-6","River/Stream","Deepest point, main river channel, Sipsey River embayment, approximately 0.5 miles upstream of confluence with Tombigbee River.","03160107",NA,NA,NA,NA,33.008583,-88.171589,NA,NA,NA,"Unknown","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","063",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"49","HGHG-57","21AWIC","21AWIC-1050",33.070721,-88.099182,"03160107","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-1050","HGHG-57","River/Stream","Hughes Cr at Pickens Co. Rd. 23 crossing.","03160107",NA,NA,NA,NA,33.070721,-88.099182,NA,NA,NA,"GPS-Unspecified","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","107",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"50","HGSM-27","21AWIC","21AWIC-1051",34.4133,-86.605243,"06030002","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-1051","HGSM-27","River/Stream","Apple Grove Road","06030002",NA,NA,NA,NA,34.4133,-86.605243,24000,NA,NA,"Interpolation-Map","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","103",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"51","HILT-2","21AWIC","21AWIC-1052",33.06635,-85.87993,"03150109","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-1052","HILT-2","River/Stream","Hillabee Creek at Tallapoosa County Rd. 5 (near Hackneyville)","03150109",NA,NA,NA,NA,33.06635,-85.87993,24000,NA,NA,"Interpolation-Map","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","123",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"52","HMLM-1","21AWIC","21AWIC-1054",31.615638,-87.417063,"03150204","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-1054","HMLM-1","River/Stream","Holly Mill Creek at Co Rd 17","03150204",NA,NA,NA,NA,31.615638,-87.417063,NA,NA,NA,"GPS-Unspecified","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","099",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"53","WARG-6","21AWIC","21AWIC-106",32.8999,-87.7559,"03160113","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-106","WARG-6","River/Stream","Five Mile Creek approximately 0.5 mi us of confluence with Black Warrior River","03160113",NA,NA,NA,NA,32.8999,-87.7559,NA,NA,NA,"Unknown","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","065",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"54","IC-1A","21AWIC","21AWIC-1063",30.2793,-87.687,"03140107","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-1063","IC-1A","River/Stream","Intracoastal Waterway in Gulf Shores at HWY 59","03140107",NA,NA,NA,NA,30.2793,-87.687,NA,NA,NA,"Unknown","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","003",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"55","INDM-249","21AWIC","21AWIC-1064",34.69731,-86.7,"06030002","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-1064","INDM-249","River/Stream","Indian Creek at U.S. Highway 72 Alternate (Madison Blvd.)","06030002",NA,NA,NA,NA,34.69731,-86.7,24000,NA,NA,"Interpolation-Map","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","089",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"56","INDM-250","21AWIC","21AWIC-1065",34.7502,-86.6976,"06030002","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-1065","INDM-250","River/Stream","Indian Cr At Hwy 72 Bridge","06030002",NA,NA,NA,NA,34.7502,-86.6976,NA,NA,NA,"Unknown","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","089",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"57","INDM-251","21AWIC","21AWIC-1066",34.7865,-86.7123,"06030002","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-1066","INDM-251","River/Stream","Indian Cr At Blake Bottom Rd in Monrovia","06030002",NA,NA,NA,NA,34.7865,-86.7123,NA,NA,NA,"GPS-Unspecified","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","089",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"58","KNBS-1","21AWIC","21AWIC-1072",32.34627,-88.26527,"03160201","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-1072","KNBS-1","River/Stream","Kinterbish Cr at Sumter CR 9","03160201",NA,NA,NA,NA,32.34627,-88.26527,NA,NA,NA,"Unknown","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","119",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"59","LBCP-1","21AWIC","21AWIC-1073",33.32163,-87.89309,"03160106","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-1073","LBCP-1","River/Stream","Little Bear Cr at 1st Ave.","03160106",NA,NA,NA,NA,33.32163,-87.89309,NA,NA,NA,"Unknown","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","107",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"60","LIML-300","21AWIC","21AWIC-1078",34.7521,-86.8232,"06030002","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-1078","LIML-300","River/Stream","Limestone Cr at Hwy 72 Bridge","06030002",NA,NA,NA,NA,34.7521,-86.8232,NA,NA,NA,"Unknown","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","083",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"61","LT-12","21AWIC","21AWIC-1086",31.74444,-88.02133,"03160203","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-1086","LT-12","River/Stream","Satilpa Cr at US Hwy 84 in Clarke Co.(NE1/4)","03160203",NA,NA,NA,NA,31.74444,-88.02133,NA,NA,NA,"Unknown","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","025",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"62","LT-14","21AWIC","21AWIC-1087",31.93983,-88.40163,"03160201","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-1087","LT-14","River/Stream","Okatuppa Cr at Choctaw Co. Rd. 18 W of Toxey (NE 1/4)","03160201",NA,NA,NA,NA,31.93983,-88.40163,NA,NA,NA,"Unknown","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","023",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"63","LTRR-1","21AWIC","21AWIC-1089",33.49466,-85.33788,"03150108","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-1089","LTRR-1","River/Stream","Little Tallapoosa River at Randolph County Rd. 49 (us of gage)","03150108",NA,NA,NA,NA,33.49466,-85.33788,24000,NA,NA,"Interpolation-Map","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","029",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"64","MBFB-1","21AWIC","21AWIC-1094",33.872403,-86.923778,"03160109","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-1094","MBFB-1","River/Stream","Mulberry Fork at CR 17","03160109",NA,NA,NA,NA,33.872403,-86.923778,24000,NA,NA,"Interpolation-Map","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","043",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"65","MFBN-5","21AWIC","21AWIC-1096",34.4881,-87.2984,"06030005","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-1096","MFBN-5","River/Stream","Crow Branch U/S of Moulton WWTP outfall","06030005",NA,NA,NA,NA,34.4881,-87.2984,24000,NA,NA,"Interpolation-Map","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","079",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"66","MGBP-1","21AWIC","21AWIC-1097",33.48097,-88.2365,"03160105","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-1097","MGBP-1","River/Stream","Magby Cr at 1st road crossing","03160105",NA,NA,NA,NA,33.48097,-88.2365,NA,NA,NA,"Unknown","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","107",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"67","GEOH-10","21AWIC","21AWIC-11",31.974267,-85.10963,"03130003","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-11","GEOH-10","River/Stream","Deepest point, main channel, Cowikee Creek Embayment.","03130003",NA,NA,NA,NA,31.974267,-85.10963,NA,NA,NA,"Unknown","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","005",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"68","WARG-7","21AWIC","21AWIC-110",32.8334,-87.8038,"03160113","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-110","WARG-7","River/Stream","Big Brush Creek approximately 0.5 mi us of confluence with Black Warrior River","03160113",NA,NA,NA,NA,32.8334,-87.8038,NA,NA,NA,"Unknown","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","065",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"69","MILT-1","21AWIC","21AWIC-1101",32.49542,-85.86883,"03150110","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-1101","MILT-1","River/Stream","Mill Creek at Co Rd 51 crossing near Tallapoosa/Macon Co line","03150110",NA,NA,NA,NA,32.49542,-85.86883,24000,NA,NA,"Interpolation-Map","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","123",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"70","MLLC-4","21AWIC","21AWIC-1103",33.97058,-85.6012,"03150105","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-1103","MLLC-4","River/Stream","Mill Creek at Cherokee Co Rd 2","03150105",NA,NA,NA,NA,33.97058,-85.6012,NA,NA,NA,"GPS-Unspecified","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","019",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"71","MMCL-1","21AWIC","21AWIC-1105",32.602867,-85.425792,"03150110","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-1105","MMCL-1","River/Stream","Moores Mill Cr at Bent Creek Rd","03150110",NA,NA,NA,NA,32.602867,-85.425792,NA,NA,NA,"Unknown","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","081",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"72","MMLT-1C","21AWIC","21AWIC-1106",32.556886,-85.46994,"03150110","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-1106","MMLT-1C","River/Stream","Moores Mill Creek at Chewacla State Park Rd","03150110",NA,NA,NA,NA,32.556886,-85.46994,NA,NA,NA,"GPS-Unspecified","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","081",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"73","MOBM-1","21AWIC","21AWIC-1107",31.0137,-88.01853,"03160204","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-1107","MOBM-1","River/Stream","Mobile River at Bucks near the MAWSS water intake","03160204",NA,NA,NA,NA,31.0137,-88.01853,NA,NA,NA,"GPS-Unspecified","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","097",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"74","MUBC-1","21AWIC","21AWIC-1108",32.80172,-86.82162,"03150201","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-1108","MUBC-1","River/Stream","Mulberry Creek at AL Highway 22","03150201",NA,NA,NA,NA,32.80172,-86.82162,24000,NA,NA,"Interpolation-Map","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","021",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"75","MULD-1","21AWIC","21AWIC-1110",32.58278,-86.90361,"03150201","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-1110","MULD-1","River/Stream","Dallas Co. Road 52 Bridge","03150201",NA,NA,NA,NA,32.58278,-86.90361,NA,NA,NA,"Unknown","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","047",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"76","NXBS-50","21AWIC","21AWIC-1113",32.932681,-88.29779,"03160108","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-1113","NXBS-50","River/Stream","Noxubee R at AL Hwy 17 crossing by USGS gauge.","03160108",NA,NA,NA,NA,32.932681,-88.29779,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US","01","119",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"77","OAKC-1","21AWIC","21AWIC-1114",32.834132,-86.040247,"03150109","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-1114","OAKC-1","River/Stream","Oakachoy Creek at highway 259 crossing","03150109",NA,NA,NA,NA,32.834132,-86.040247,NA,NA,NA,"GPS-Unspecified","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","037",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"78","OHTC-6","21AWIC","21AWIC-1117",33.8968,-85.8757,"03150106","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-1117","OHTC-6","River/Stream","Ohatchee Creek ~ 3 mi east of US 431 and ~ 1 mi west of CR 23","03150106",NA,NA,NA,NA,33.8968,-85.8757,NA,NA,NA,"Interpolation-Digital Map Source (Tiger)","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","015",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"79","PALC-2","21AWIC","21AWIC-1118",31.5959,-86.40407,"03140302","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-1118","PALC-2","River/Stream","Patsaliga Creek at State Highway 106 (near Brantley)","03140302",NA,NA,NA,NA,31.5959,-86.40407,24000,NA,NA,"Interpolation-Map","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","041",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"80","PEAG-2","21AWIC","21AWIC-1124",31.112002,-86.09937,"03140202","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-1124","PEAG-2","River/Stream","Pea River at State Highway 52 (near Samson)","03140202",NA,NA,NA,NA,31.112002,-86.09937,24000,NA,NA,"Interpolation-Map","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","061",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"81","PLCB-99","21AWIC","21AWIC-1126",30.490908,-87.796728,"03160205","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-1126","PLCB-99","River/Stream","Polecat Creek at Baldwin CR 9","03160205",NA,NA,NA,NA,30.490908,-87.796728,NA,NA,NA,"GPS-Unspecified","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","003",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"82","PRRJ-1","21AWIC","21AWIC-1130",34.62417,-86.30639,"06030002","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-1130","PRRJ-1","River/Stream","Paint Rock R at U.S. Highway 72","06030002",NA,NA,NA,NA,34.62417,-86.30639,NA,NA,NA,"Unknown","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","071",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"83","PWLM-32","21AWIC","21AWIC-1132",32.336928,-87.755579,"03160201","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-1132","PWLM-32","River/Stream","Powell Cr at Marengo Co. Rd. 44 crossing.","03160201",NA,NA,NA,NA,32.336928,-87.755579,NA,NA,NA,"GPS-Unspecified","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","091",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"84","REDW-1","21AWIC","21AWIC-1133",32.03091,-87.50447,"03150203","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-1133","REDW-1","River/Stream","Red Creek at State Highway 162 in Wilcox Co.","03150203",NA,NA,NA,NA,32.03091,-87.50447,24000,NA,NA,"Interpolation-Map","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","131",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"85","ROBM-1","21AWIC","21AWIC-1135",31.688246,-87.310186,"03150204","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-1135","ROBM-1","River/Stream","Robinson Creek at unnamed road just upstream of Big Flat Creek","03150204",NA,NA,NA,NA,31.688246,-87.310186,NA,NA,NA,"GPS-Unspecified","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","099",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"86","ROBM-2","21AWIC","21AWIC-1136",31.683412,-87.218021,"03150204","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-1136","ROBM-2","River/Stream","Robinson Creek at state road 47","03150204",NA,NA,NA,NA,31.683412,-87.218021,NA,NA,NA,"GPS-Unspecified","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","099",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"87","SCRL-2","21AWIC","21AWIC-1140",34.29843,-86.11664,"06030001","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-1140","SCRL-2","River/Stream","Scarham Creek at Marshall County Rd. 372 (McVille Rd.)","06030001",NA,NA,NA,NA,34.29843,-86.11664,24000,NA,NA,"Interpolation-Map","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","095",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"88","SFCB-1","21AWIC","21AWIC-1141",32.0175,-85.29583,"03130003","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-1141","SFCB-1","River/Stream","Barbour Co. Rd. 79","03130003",NA,NA,NA,NA,32.0175,-85.29583,NA,NA,NA,"Unknown","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","005",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"89","SFTC-1","21AWIC","21AWIC-1142",33.860158,-85.524444,"03150105","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-1142","SFTC-1","River/Stream","South Fork Terrapin Cr at Cleburne Co Rd 55 (Rabbittown Rd.)","03150105",NA,NA,NA,NA,33.860158,-85.524444,24000,NA,NA,"Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US","01","029",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"90","SGRL-3","21AWIC","21AWIC-1143",34.98098,-87.176402,"06030004","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-1143","SGRL-3","River/Stream","Sugar Creek at Sugar Creek Road.  Sampled upstream of bridge upstream of trib coming in from west.","06030004",NA,NA,NA,NA,34.98098,-87.176402,24000,NA,NA,"Interpolation-Map","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","083",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"91","SLTC-1","21AWIC","21AWIC-1144",31.44222,-87.87157,"03160203","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-1144","SLTC-1","River/Stream","Salt Cr at Clarke CR 15","03160203",NA,NA,NA,NA,31.44222,-87.87157,NA,NA,NA,"Unknown","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","025",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"92","SPLC-3","21AWIC","21AWIC-1147",31.45362,-86.7868,"03140303","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-1147","SPLC-3","River/Stream","Sepulga River at U.S. Highway 31 (near McKenzie)","03140303",NA,NA,NA,NA,31.45362,-86.7868,24000,NA,NA,"Interpolation-Map","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","035",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"93","CHTH-3","21AWIC","21AWIC-115",31.41156,-85.080463,"03130004","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-115","CHTH-3","River/Stream","Deepest point, main creek channel, Abbie Cr. Embayment","03130004",NA,NA,NA,NA,31.41156,-85.080463,NA,NA,NA,"GPS-Unspecified","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","067",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"94","STXB-3","21AWIC","21AWIC-1152",30.60532,-87.547,"03140106","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-1152","STXB-3","River/Stream","Styx River at Baldwin County Rd. 87 (near Elsanor)","03140106",NA,NA,NA,NA,30.60532,-87.547,24000,NA,NA,"Interpolation-Map","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","003",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"95","SWNL-390","21AWIC","21AWIC-1154",34.6886,-86.9531,"06030002","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-1154","SWNL-390","River/Stream","Swan Cr at SR 3/US 31 Bridge","06030002",NA,NA,NA,NA,34.6886,-86.9531,NA,NA,NA,"Unknown","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","083",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
